date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-01,Västra Götaland,SE-O,,county,6,0,1709814,23948.8,0.3509153627236647,
2020-03-02,Västra Götaland,SE-O,,county,6,0,1709814,23948.8,0.3509153627236647,
2020-03-03,Västra Götaland,SE-O,,county,9,0,1709814,23948.8,0.526373044085497,
2020-03-05,Västra Götaland,SE-O,,county,11,0,1709814,23948.8,0.6433448316600519,
2020-03-06,Västra Götaland,SE-O,,county,14,0,1709814,23948.8,0.8188025130218842,
2020-03-07,Västra Götaland,SE-O,,county,14,0,1709814,23948.8,0.8188025130218842,
2020-03-09,Västra Götaland,SE-O,,county,32,0,1709814,23948.8,1.8715486011928784,
2020-03-10,Västra Götaland,SE-O,,county,45,0,1709814,23948.8,2.631865220427485,
2020-03-11,Västra Götaland,SE-O,,county,85,0,1709814,23948.8,4.971300971918582,
2020-03-12,Västra Götaland,SE-O,,county,116,0,1709814,23948.8,6.784363679324184,
2020-03-13,Västra Götaland,SE-O,,county,135,0,1709814,23948.8,7.895595661282455,
2020-03-14,Västra Götaland,SE-O,,county,155,0,1709814,23948.8,9.065313537028004,
2020-03-15,Västra Götaland,SE-O,,county,159,0,1709814,23948.8,9.299257112177115,
2020-03-16,Västra Götaland,SE-O,,county,176,0,1709814,23948.8,10.29351730656083,
2020-03-17,Västra Götaland,SE-O,,county,179,0,1709814,23948.8,10.468974987922662,
2020-03-18,Västra Götaland,SE-O,,county,199,0,1709814,23948.8,11.638692863668213,
2020-03-19,Västra Götaland,SE-O,,county,207,0,1709814,23948.8,12.106580013966433,
2020-03-20,Västra Götaland,SE-O,,county,228,0,1709814,23948.8,13.334783783499256,
2020-03-21,Västra Götaland,SE-O,,county,242,0,1709814,23948.8,14.153586296521143,
2020-03-22,Västra Götaland,SE-O,,county,250,0,1709814,23948.8,14.621473446819362,
2020-03-23,Västra Götaland,SE-O,,county,254,0,1709814,23948.8,14.855417021968472,
2020-03-24,Västra Götaland,SE-O,,county,265,1,1709814,23948.8,15.498761853628524,
2020-03-25,Västra Götaland,SE-O,,county,275,1,1709814,23948.8,16.0836207915013,
2020-03-26,Västra Götaland,SE-O,,county,297,1,1709814,23948.8,17.3703104548214,
2020-03-27,Västra Götaland,SE-O,,county,317,4,1709814,23948.8,18.367431640625,20
2020-03-28,Västra Götaland,SE-O,,county,330,4,1709814,23948.8,19.1206703186035,25
2020-03-29,Västra Götaland,SE-O,,county,351,4,1709814,23948.8,20.337438583374,26
2020-03-30,Västra Götaland,SE-O,,county,372,4,1709814,23948.8,21.5542087554932,35
2020-03-31,Västra Götaland,SE-O,,county,399,6,1709814,23948.8,23.1186275482178,39
2020-04-01,Västra Götaland,SE-O,,county,427,6,1709814,23948.8,24.74098777771,44
2020-04-02,Västra Götaland,SE-O,,county,457,9,1709814,23948.8,26.4792308807373,49
2020-04-03,Västra Götaland,SE-O,,county,509,14,1709814,23948.8,29.4921836853027,50
2020-04-04,Västra Götaland,SE-O,,county,537,18,1709814,23948.8,31.1145439147949,54
2020-04-05,Västra Götaland,SE-O,,county,561,18,1709814,23948.8,32.5051383972168,55
2020-04-06,Västra Götaland,SE-O,,county,605,21,1709814,23948.8,35.0545616149902,64
2020-04-07,Västra Götaland,SE-O,,county,674,26,1709814,23948.8,39.0525169372559,66
2020-04-08,Västra Götaland,SE-O,,county,730,33,1709814,23948.8,42.2972373962402,68
2020-04-09,Västra Götaland,SE-O,,county,827,39,1709814,23948.8,47.9175567626953,73
2020-04-10,Västra Götaland,SE-O,,county,902,49,1709814,23948.8,52.2631645202637,78
2020-04-11,Västra Götaland,SE-O,,county,982,49,1709814,23948.8,56.8984756469727,89
2020-04-12,Västra Götaland,SE-O,,county,1018,50,1709814,23948.8,58.9843673706055,97
2020-04-13,Västra Götaland,SE-O,,county,1064,51,1709814,23948.8,61.6496734619141,101
2020-04-14,Västra Götaland,SE-O,,county,1106,54,1709814,23948.8,64.0832138061524,104
2020-04-15,Västra Götaland,SE-O,,county,1171,60,1709814,23948.8,67.8494033813477,111
2020-04-16,Västra Götaland,SE-O,,county,1242,67,1709814,23948.8,71.963249206543,118
2020-04-17,Västra Götaland,SE-O,,county,1316,75,1709814,23948.8,76.2509155273438,124
2020-04-18,Västra Götaland,SE-O,,county,1405,80,1709814,23948.8,81.4076995849609,125
2020-04-19,Västra Götaland,SE-O,,county,1442,81,1709814,23948.8,83.5515289306641,126
2020-04-20,Västra Götaland,SE-O,,county,1478,83,1709814,23948.8,85.6374206542969,134
2020-04-21,Västra Götaland,SE-O,,county,1557,103,1709814,23948.8,90.2147979736328,136
2020-04-22,Västra Götaland,SE-O,,county,1667,131,1709814,23948.8,96.5883483886719,140
2020-04-23,Västra Götaland,SE-O,,county,1745,134,1709814,23948.8,101.107780456543,148
2020-04-24,Västra Götaland,SE-O,,county,1886,149,1709814,23948.8,109.277519226074,160
